Student_ID,Name,Subject,Past_Score,Preferred_Learning_Method,Preferred_Test_Type,Effective_Learning_Method
S1704,Student_1704,3,83,3,1,0
S1705,Student_1705,3,63,1,1,3
S1706,Student_1706,2,56,3,2,1
S1707,Student_1707,3,49,3,2,1
S1708,Student_1708,1,69,3,0,0
S1709,Student_1709,1,95,1,1,1
S1710,Student_1710,0,98,3,2,2
S1711,Student_1711,0,85,1,2,3
S1712,Student_1712,0,62,2,1,3
S1713,Student_1713,2,71,2,1,0
S1714,Student_1714,2,56,2,1,1
S1715,Student_1715,3,89,1,0,3
S1716,Student_1716,3,90,2,0,2
S1717,Student_1717,3,56,1,1,1
S1718,Student_1718,3,53,1,2,0
S1719,Student_1719,3,48,0,0,1
S1720,Student_1720,1,79,3,2,3
S1721,Student_1721,1,41,1,2,2
S1722,Student_1722,0,84,3,2,0
S1723,Student_1723,1,64,0,1,3
S1724,Student_1724,3,78,2,1,1
S1725,Student_1725,2,48,3,0,0
S1726,Student_1726,3,93,3,1,0
S1727,Student_1727,0,61,3,0,1
S1728,Student_1728,0,82,3,1,0
S1729,Student_1729,1,85,3,1,0
S1730,Student_1730,1,43,2,0,0
S1731,Student_1731,3,65,3,0,1
S1732,Student_1732,1,97,2,0,2
S1733,Student_1733,1,68,3,0,3
S1734,Student_1734,3,84,3,0,2
S1735,Student_1735,0,73,1,1,3
S1736,Student_1736,1,62,0,1,2
S1737,Student_1737,2,76,3,2,1
S1738,Student_1738,3,50,2,1,2
S1739,Student_1739,1,45,1,0,3
S1740,Student_1740,1,57,1,2,1
S1741,Student_1741,2,60,1,1,0
S1742,Student_1742,2,81,0,2,0
S1743,Student_1743,3,75,2,1,3
S1744,Student_1744,2,80,2,0,2
S1745,Student_1745,2,77,3,0,2
S1746,Student_1746,1,73,3,2,1
S1747,Student_1747,2,56,1,0,2
S1748,Student_1748,3,76,1,1,0
S1749,Student_1749,2,64,0,1,2
S1750,Student_1750,1,77,0,1,1
S1751,Student_1751,2,97,3,2,1
S1752,Student_1752,2,51,1,2,1
S1753,Student_1753,2,62,2,1,2
S1754,Student_1754,1,92,2,2,1
S1755,Student_1755,0,81,1,2,0
S1756,Student_1756,2,61,1,2,3
S1757,Student_1757,3,60,3,0,3
S1758,Student_1758,1,66,1,1,3
S1759,Student_1759,2,96,1,2,1
S1760,Student_1760,0,70,1,0,2
S1761,Student_1761,1,45,2,2,0
S1762,Student_1762,2,66,1,2,3
S1763,Student_1763,2,79,2,0,3
S1764,Student_1764,2,73,2,1,3
S1765,Student_1765,3,51,0,0,2
S1766,Student_1766,1,84,2,2,0
S1767,Student_1767,1,96,2,0,3
S1768,Student_1768,2,92,2,1,3
S1769,Student_1769,3,46,3,0,0
S1770,Student_1770,3,49,3,2,0
S1771,Student_1771,0,84,2,2,2
S1772,Student_1772,0,56,3,0,3
S1773,Student_1773,3,65,2,1,1
S1774,Student_1774,1,60,2,1,2
S1775,Student_1775,1,67,0,2,1
S1776,Student_1776,1,97,3,0,0
S1777,Student_1777,1,85,2,2,2
S1778,Student_1778,3,41,2,2,0
S1779,Student_1779,0,99,3,1,1
S1780,Student_1780,1,93,0,2,2
S1781,Student_1781,0,82,1,0,2
S1782,Student_1782,2,40,2,2,2
S1783,Student_1783,0,90,1,2,3
S1784,Student_1784,1,92,3,2,3
S1785,Student_1785,2,75,2,2,0
S1786,Student_1786,1,90,3,1,3
S1787,Student_1787,3,65,0,1,0
S1788,Student_1788,3,68,0,1,0
S1789,Student_1789,0,60,2,0,2
S1790,Student_1790,3,50,0,2,1
S1791,Student_1791,3,79,1,0,3
S1792,Student_1792,2,50,3,0,3
S1793,Student_1793,3,75,0,2,2
S1794,Student_1794,3,88,3,1,2
S1795,Student_1795,1,98,1,0,1
S1796,Student_1796,0,78,2,0,1
S1797,Student_1797,0,79,1,2,2
S1798,Student_1798,3,74,1,2,3
S1799,Student_1799,3,93,0,2,3
S1800,Student_1800,0,73,0,1,3
S1801,Student_1801,2,94,1,0,0
S1802,Student_1802,0,86,0,2,3
S1803,Student_1803,0,63,0,0,3
S1804,Student_1804,0,93,1,0,0
S1805,Student_1805,0,61,0,2,1
S1806,Student_1806,1,44,2,2,3
S1807,Student_1807,1,95,3,1,2
S1808,Student_1808,2,72,1,0,1
S1809,Student_1809,1,97,0,1,1
S1810,Student_1810,0,75,3,2,1
S1811,Student_1811,3,86,2,2,1
S1812,Student_1812,2,59,2,1,2
S1813,Student_1813,2,58,3,0,0
S1814,Student_1814,3,74,2,0,0
S1815,Student_1815,2,91,2,2,3
S1816,Student_1816,2,82,1,0,2
S1817,Student_1817,3,56,1,2,2
S1818,Student_1818,2,98,1,2,3
S1819,Student_1819,0,84,2,2,2
S1820,Student_1820,3,82,3,1,3
S1821,Student_1821,3,73,3,0,0
S1822,Student_1822,3,48,2,2,0
S1823,Student_1823,3,65,2,0,0
S1824,Student_1824,3,41,3,2,3
S1825,Student_1825,0,92,0,2,2
S1826,Student_1826,1,48,1,2,0
S1827,Student_1827,2,48,3,2,0
S1828,Student_1828,0,79,2,0,2
S1829,Student_1829,3,56,2,1,3
S1830,Student_1830,2,40,2,2,0
S1831,Student_1831,1,64,2,0,2
S1832,Student_1832,0,82,1,1,0
S1833,Student_1833,1,79,1,0,1
S1834,Student_1834,0,81,3,0,3
S1835,Student_1835,3,64,0,1,3
S1836,Student_1836,2,78,2,1,2
S1837,Student_1837,3,74,3,0,2
S1838,Student_1838,0,42,0,1,0
S1839,Student_1839,3,89,0,0,0
S1840,Student_1840,3,76,0,2,2
S1841,Student_1841,1,83,1,0,3
S1842,Student_1842,0,83,0,0,0
S1843,Student_1843,0,90,2,0,0
S1844,Student_1844,3,69,1,1,1
S1845,Student_1845,1,77,2,2,3
S1846,Student_1846,3,73,1,2,0
S1847,Student_1847,0,51,1,2,1
S1848,Student_1848,0,58,2,1,0
S1849,Student_1849,0,76,1,1,2
S1850,Student_1850,1,83,3,2,0
S1851,Student_1851,0,98,0,2,0
S1852,Student_1852,2,98,0,2,1
S1853,Student_1853,1,88,0,2,3
S1854,Student_1854,0,56,1,2,3
S1855,Student_1855,1,49,0,2,3
S1856,Student_1856,0,96,0,1,2
S1857,Student_1857,2,94,1,1,1
S1858,Student_1858,0,88,1,0,1
S1859,Student_1859,2,86,0,2,0
S1860,Student_1860,0,51,1,0,2
S1861,Student_1861,3,55,3,1,1
S1862,Student_1862,1,63,1,2,3
S1863,Student_1863,2,58,3,0,3
S1864,Student_1864,2,47,0,2,0
S1865,Student_1865,0,70,1,2,1
S1866,Student_1866,0,60,0,1,2
S1867,Student_1867,3,56,1,2,0
S1868,Student_1868,2,62,3,2,3
S1869,Student_1869,3,76,0,1,1
S1870,Student_1870,0,93,0,0,3
S1871,Student_1871,3,55,0,2,1
S1872,Student_1872,1,45,0,2,1
S1873,Student_1873,1,47,1,1,1
S1874,Student_1874,3,64,1,2,0
S1875,Student_1875,2,57,0,0,2
S1876,Student_1876,1,64,2,2,1
S1877,Student_1877,0,51,1,2,1
S1878,Student_1878,1,54,1,1,1
S1879,Student_1879,2,98,0,2,3
S1880,Student_1880,1,65,2,0,2
S1881,Student_1881,0,80,3,0,3
S1882,Student_1882,2,84,2,0,0
S1883,Student_1883,2,65,1,0,3
S1884,Student_1884,1,86,1,0,1
S1885,Student_1885,0,71,1,2,3
S1886,Student_1886,3,49,3,2,0
S1887,Student_1887,1,55,0,2,2
S1888,Student_1888,2,46,0,2,0
S1889,Student_1889,0,56,2,1,2
S1890,Student_1890,0,62,0,0,3
S1891,Student_1891,1,65,1,1,3
S1892,Student_1892,2,60,0,1,1
S1893,Student_1893,1,61,3,2,0
S1894,Student_1894,3,97,1,1,0
S1895,Student_1895,2,46,0,0,3
S1896,Student_1896,3,53,2,0,2
S1897,Student_1897,3,54,1,0,3
S1898,Student_1898,0,92,1,2,2
S1899,Student_1899,3,46,2,2,0
S1900,Student_1900,1,48,2,1,2
S1901,Student_1901,0,90,1,2,0
S1902,Student_1902,2,87,0,2,3
S1903,Student_1903,1,47,0,1,1
S1904,Student_1904,3,89,3,1,1
S1905,Student_1905,0,98,1,2,1
S1906,Student_1906,3,62,1,1,1
S1907,Student_1907,2,68,2,1,2
S1908,Student_1908,0,57,1,1,3
S1909,Student_1909,2,70,0,0,0
S1910,Student_1910,0,69,1,0,0
S1911,Student_1911,1,91,0,2,2
S1912,Student_1912,2,78,3,0,3
S1913,Student_1913,2,74,3,1,3
S1914,Student_1914,1,57,2,2,2
S1915,Student_1915,0,98,3,2,1
S1916,Student_1916,0,81,1,2,1
S1917,Student_1917,3,78,2,2,1
S1918,Student_1918,1,56,1,1,3
S1919,Student_1919,2,53,3,1,0
S1920,Student_1920,2,70,2,0,1
S1921,Student_1921,2,63,3,1,3
S1922,Student_1922,1,74,2,1,0
S1923,Student_1923,3,83,3,1,1
S1924,Student_1924,1,99,1,1,2
S1925,Student_1925,1,84,3,2,0
S1926,Student_1926,1,73,1,1,3
S1927,Student_1927,3,42,1,1,3
S1928,Student_1928,1,76,3,2,1
S1929,Student_1929,1,82,1,2,0
S1930,Student_1930,3,79,1,1,0
S1931,Student_1931,3,65,0,0,1
S1932,Student_1932,3,94,3,0,3
S1933,Student_1933,1,62,1,1,1
S1934,Student_1934,1,83,3,1,3
S1935,Student_1935,2,78,2,1,3
S1936,Student_1936,3,54,1,1,2
S1937,Student_1937,1,95,1,0,3
S1938,Student_1938,2,88,2,0,2
S1939,Student_1939,1,43,0,2,0
S1940,Student_1940,1,68,1,1,0
S1941,Student_1941,3,61,0,1,1
S1942,Student_1942,1,64,2,0,1
S1943,Student_1943,1,52,3,2,3
S1944,Student_1944,2,57,3,0,1
S1945,Student_1945,2,72,2,0,2
S1946,Student_1946,0,55,1,0,0
S1947,Student_1947,1,84,0,2,3
S1948,Student_1948,1,81,0,2,0
S1949,Student_1949,0,83,2,0,3
S1950,Student_1950,1,41,3,1,2
S1951,Student_1951,2,94,1,2,3
S1952,Student_1952,0,74,1,2,1
S1953,Student_1953,1,81,2,0,0
S1954,Student_1954,1,73,3,2,3
S1955,Student_1955,1,69,2,1,0
S1956,Student_1956,3,98,3,0,1
S1957,Student_1957,0,94,2,0,2
S1958,Student_1958,0,52,1,1,2
S1959,Student_1959,2,52,1,2,3
S1960,Student_1960,3,57,1,2,3
S1961,Student_1961,0,71,3,2,2
S1962,Student_1962,2,71,3,1,2
S1963,Student_1963,1,74,2,0,3
S1964,Student_1964,0,98,1,2,1
S1965,Student_1965,1,78,3,0,3
S1966,Student_1966,3,85,0,0,0
S1967,Student_1967,2,91,2,2,3
S1968,Student_1968,0,68,3,0,3
S1969,Student_1969,3,88,2,2,0
S1970,Student_1970,3,68,2,1,2
S1971,Student_1971,2,92,2,1,2
S1972,Student_1972,0,83,3,1,3
S1973,Student_1973,0,96,0,2,3
S1974,Student_1974,3,55,3,0,0
S1975,Student_1975,0,95,1,2,1
S1976,Student_1976,0,83,3,0,1
S1977,Student_1977,0,86,2,1,3
S1978,Student_1978,0,96,0,1,3
S1979,Student_1979,0,49,3,2,3
S1980,Student_1980,3,69,1,0,0
S1981,Student_1981,2,64,0,1,2
S1982,Student_1982,3,78,1,2,1
S1983,Student_1983,1,59,2,1,0
S1984,Student_1984,0,44,2,2,0
S1985,Student_1985,2,40,0,2,3
S1986,Student_1986,1,69,2,0,0
S1987,Student_1987,1,88,3,1,0
S1988,Student_1988,0,42,1,0,1
S1989,Student_1989,3,84,3,2,1
S1990,Student_1990,2,53,0,2,0
S1991,Student_1991,2,95,0,0,3
S1992,Student_1992,1,69,1,1,3
S1993,Student_1993,3,89,0,2,1
S1994,Student_1994,3,43,3,0,1
S1995,Student_1995,1,57,0,2,3
S1996,Student_1996,3,76,1,1,2
S1997,Student_1997,3,64,2,1,0
S1998,Student_1998,3,87,2,0,2
S1999,Student_1999,3,40,3,0,1
S2000,Student_2000,2,92,1,2,1
S2001,Student_2001,3,85,0,0,0
S2002,Student_2002,3,54,3,2,3
S2003,Student_2003,0,48,2,2,0
S2004,Student_2004,3,54,0,0,2
S2005,Student_2005,2,88,2,2,3
S2006,Student_2006,1,96,2,2,3
S2007,Student_2007,2,63,2,1,1
S2008,Student_2008,3,43,2,1,2
S2009,Student_2009,3,51,2,2,0
S2010,Student_2010,3,98,1,1,2
S2011,Student_2011,2,97,0,1,1
S2012,Student_2012,2,76,2,1,0
S2013,Student_2013,0,76,0,1,2
S2014,Student_2014,1,82,0,0,0
S2015,Student_2015,2,99,2,2,3
S2016,Student_2016,0,45,1,0,1
S2017,Student_2017,0,78,1,0,3
S2018,Student_2018,1,95,3,2,3
S2019,Student_2019,0,85,0,0,0
S2020,Student_2020,0,63,0,2,0
S2021,Student_2021,0,50,3,1,2
S2022,Student_2022,3,52,0,0,2
S2023,Student_2023,0,73,0,1,2
S2024,Student_2024,0,64,2,2,1
S2025,Student_2025,2,46,3,0,0
S2026,Student_2026,1,91,3,2,2
S2027,Student_2027,2,43,3,2,1
S2028,Student_2028,2,98,3,0,3
S2029,Student_2029,2,47,2,1,3
S2030,Student_2030,3,59,3,0,0
S2031,Student_2031,1,68,1,2,0
S2032,Student_2032,0,93,3,1,1
S2033,Student_2033,0,92,0,2,2
S2034,Student_2034,2,90,0,0,2
S2035,Student_2035,0,84,0,0,3
S2036,Student_2036,1,85,2,2,2
S2037,Student_2037,3,49,1,0,0
S2038,Student_2038,3,82,1,1,3
S2039,Student_2039,1,73,0,2,1
S2040,Student_2040,3,96,1,2,1
S2041,Student_2041,0,65,2,1,3
S2042,Student_2042,3,80,0,0,2
S2043,Student_2043,3,88,2,1,0
S2044,Student_2044,3,97,3,1,2
S2045,Student_2045,0,42,3,0,0
S2046,Student_2046,1,95,2,0,2
S2047,Student_2047,0,45,3,0,1
S2048,Student_2048,3,44,0,2,0
S2049,Student_2049,0,44,2,2,3
S2050,Student_2050,2,93,3,0,1
S2051,Student_2051,0,86,1,1,2
S2052,Student_2052,2,62,0,2,2
S2053,Student_2053,3,88,1,2,2
S2054,Student_2054,3,48,1,0,3
S2055,Student_2055,2,74,3,2,3
S2056,Student_2056,3,59,2,1,1
S2057,Student_2057,2,97,1,0,0
S2058,Student_2058,0,88,1,1,1
S2059,Student_2059,1,98,2,0,2
S2060,Student_2060,0,81,0,1,0
S2061,Student_2061,1,74,0,0,0
S2062,Student_2062,3,89,1,2,3
S2063,Student_2063,1,57,2,1,2
S2064,Student_2064,0,56,1,0,3
S2065,Student_2065,0,63,2,0,0
S2066,Student_2066,2,42,3,2,1
S2067,Student_2067,1,71,3,1,0
S2068,Student_2068,0,74,0,1,3
S2069,Student_2069,3,77,0,0,2
S2070,Student_2070,0,52,1,1,0
S2071,Student_2071,1,95,2,1,2
S2072,Student_2072,1,86,1,2,2
S2073,Student_2073,0,64,2,2,1
S2074,Student_2074,2,48,2,2,0
S2075,Student_2075,0,43,2,2,0
S2076,Student_2076,0,53,1,2,3
S2077,Student_2077,1,76,3,2,0
S2078,Student_2078,0,73,3,0,1
S2079,Student_2079,2,50,1,1,0
S2080,Student_2080,2,80,3,1,3
S2081,Student_2081,3,95,0,0,2
S2082,Student_2082,2,42,3,1,0
S2083,Student_2083,3,98,3,2,0
S2084,Student_2084,2,67,1,2,0
S2085,Student_2085,0,68,0,1,0
S2086,Student_2086,0,48,3,1,3
S2087,Student_2087,3,42,0,0,3
S2088,Student_2088,2,64,0,2,0
S2089,Student_2089,1,73,3,2,0
S2090,Student_2090,3,51,1,1,3
S2091,Student_2091,2,81,2,2,0
S2092,Student_2092,1,48,1,2,2
S2093,Student_2093,3,54,2,1,1
S2094,Student_2094,1,79,3,1,3
S2095,Student_2095,3,64,0,1,0
S2096,Student_2096,3,44,2,1,1
S2097,Student_2097,0,50,3,2,3
S2098,Student_2098,2,98,1,1,0
S2099,Student_2099,3,73,0,2,0
S2100,Student_2100,2,63,2,2,3
S2101,Student_2101,2,99,1,1,3
S2102,Student_2102,1,54,1,0,2
S2103,Student_2103,0,77,3,1,1
S2104,Student_2104,2,47,3,2,2
S2105,Student_2105,0,98,2,1,3
S2106,Student_2106,3,44,3,2,0
S2107,Student_2107,0,87,1,0,2
S2108,Student_2108,1,65,3,0,1
S2109,Student_2109,3,57,1,0,1
S2110,Student_2110,0,45,3,1,1
S2111,Student_2111,1,76,3,0,2
S2112,Student_2112,3,99,0,1,1
S2113,Student_2113,2,87,1,2,1
S2114,Student_2114,1,52,3,1,3
S2115,Student_2115,2,67,3,1,2
S2116,Student_2116,3,44,2,2,1
S2117,Student_2117,3,52,0,2,0
S2118,Student_2118,0,56,2,2,1
S2119,Student_2119,1,89,0,0,0
S2120,Student_2120,3,79,3,0,2
S2121,Student_2121,0,84,0,0,1
S2122,Student_2122,1,71,3,0,3
S2123,Student_2123,0,68,2,0,1
S2124,Student_2124,3,90,0,1,0
S2125,Student_2125,1,97,2,1,0
S2126,Student_2126,2,42,2,0,2
S2127,Student_2127,3,95,1,2,2
S2128,Student_2128,2,79,0,0,0
S2129,Student_2129,2,73,2,1,3
S2130,Student_2130,3,79,3,2,0
S2131,Student_2131,3,66,0,0,3
S2132,Student_2132,1,52,0,2,0
S2133,Student_2133,3,84,1,0,0
S2134,Student_2134,2,72,3,0,1
S2135,Student_2135,0,45,0,0,2
S2136,Student_2136,1,63,3,2,2
S2137,Student_2137,1,58,3,0,3
S2138,Student_2138,1,55,3,0,0
S2139,Student_2139,3,79,0,2,0
S2140,Student_2140,0,67,1,0,3
S2141,Student_2141,3,72,1,2,0
S2142,Student_2142,0,98,3,1,0
S2143,Student_2143,0,98,1,0,0
S2144,Student_2144,0,87,1,0,3
S2145,Student_2145,0,80,2,2,0
S2146,Student_2146,0,52,0,2,2
S2147,Student_2147,0,82,3,2,2
S2148,Student_2148,1,84,3,1,1
S2149,Student_2149,1,64,2,0,1
S2150,Student_2150,0,92,2,0,0
S2151,Student_2151,3,81,0,0,1
S2152,Student_2152,0,75,0,1,2
S2153,Student_2153,3,66,2,0,1
S2154,Student_2154,0,77,3,2,2
S2155,Student_2155,2,99,0,2,2
S2156,Student_2156,1,46,0,1,2
S2157,Student_2157,1,44,3,0,2
S2158,Student_2158,0,82,2,0,2
S2159,Student_2159,3,84,2,2,3
S2160,Student_2160,3,97,0,1,0
S2161,Student_2161,2,96,1,0,0
S2162,Student_2162,1,90,1,1,0
S2163,Student_2163,3,70,1,2,1
S2164,Student_2164,1,62,1,0,3
S2165,Student_2165,1,81,3,1,3
S2166,Student_2166,1,49,2,0,1
S2167,Student_2167,2,71,0,2,1
S2168,Student_2168,3,82,1,0,0
S2169,Student_2169,0,92,3,0,1
S2170,Student_2170,2,69,1,0,0
S2171,Student_2171,3,78,3,2,1
S2172,Student_2172,2,70,3,0,2
S2173,Student_2173,3,57,3,2,2
S2174,Student_2174,0,75,2,2,1
S2175,Student_2175,1,41,2,0,2
S2176,Student_2176,3,53,3,0,3
S2177,Student_2177,1,52,0,0,0
S2178,Student_2178,2,68,1,2,3
S2179,Student_2179,1,51,0,2,0
S2180,Student_2180,1,78,2,2,2
S2181,Student_2181,2,41,2,2,3
S2182,Student_2182,0,71,3,1,3
S2183,Student_2183,3,52,2,0,1
S2184,Student_2184,2,85,1,0,0
S2185,Student_2185,0,66,3,0,3
S2186,Student_2186,3,88,2,2,1
S2187,Student_2187,1,80,2,2,2
S2188,Student_2188,0,56,3,0,3
S2189,Student_2189,0,79,1,2,0
S2190,Student_2190,1,70,3,1,0
S2191,Student_2191,1,73,0,1,2
S2192,Student_2192,2,99,1,0,2
S2193,Student_2193,2,63,3,2,3
S2194,Student_2194,1,84,2,2,2
S2195,Student_2195,0,74,2,2,1
S2196,Student_2196,0,87,3,2,1
S2197,Student_2197,2,45,0,2,3
S2198,Student_2198,2,58,3,1,0
S2199,Student_2199,3,69,0,2,1
S2200,Student_2200,1,46,0,2,2
S2201,Student_2201,3,49,2,2,0
S2202,Student_2202,1,80,2,1,2
S2203,Student_2203,2,71,0,2,0
S2204,Student_2204,3,73,2,0,2
S2205,Student_2205,2,67,3,1,0
S2206,Student_2206,3,99,0,2,1
S2207,Student_2207,0,54,1,2,3
S2208,Student_2208,2,69,3,0,3
S2209,Student_2209,0,76,0,0,3
S2210,Student_2210,0,68,3,0,2
S2211,Student_2211,2,61,0,2,2
S2212,Student_2212,2,43,0,2,1
S2213,Student_2213,3,59,2,1,2
S2214,Student_2214,2,71,3,2,2
S2215,Student_2215,2,75,0,1,0
S2216,Student_2216,0,89,2,0,3
S2217,Student_2217,1,43,3,1,0
S2218,Student_2218,1,66,2,1,1
S2219,Student_2219,1,56,0,1,1
S2220,Student_2220,2,51,1,0,1
S2221,Student_2221,1,61,0,0,0
S2222,Student_2222,3,56,1,1,3
S2223,Student_2223,2,49,3,2,1
S2224,Student_2224,0,93,1,0,0
S2225,Student_2225,1,40,1,2,0
S2226,Student_2226,0,61,1,1,1
S2227,Student_2227,3,65,1,2,1
S2228,Student_2228,2,95,3,0,2
S2229,Student_2229,3,98,0,0,2
S2230,Student_2230,0,57,3,0,3
S2231,Student_2231,0,89,1,1,0
S2232,Student_2232,3,53,1,0,2
S2233,Student_2233,1,86,3,0,2
S2234,Student_2234,1,68,1,2,0
S2235,Student_2235,0,51,2,0,0
S2236,Student_2236,2,75,2,2,0
S2237,Student_2237,2,98,3,2,2
S2238,Student_2238,3,74,2,2,3
S2239,Student_2239,0,91,1,2,2
S2240,Student_2240,2,51,3,0,3
S2241,Student_2241,3,46,1,1,3
S2242,Student_2242,2,68,2,1,3
S2243,Student_2243,0,50,0,1,3
S2244,Student_2244,0,72,2,2,1
S2245,Student_2245,0,45,0,2,3
S2246,Student_2246,1,86,2,2,1
S2247,Student_2247,3,54,0,1,3
S2248,Student_2248,0,71,1,1,1
S2249,Student_2249,1,90,1,0,2
S2250,Student_2250,0,50,0,0,2
S2251,Student_2251,1,97,0,0,2
S2252,Student_2252,0,62,0,1,0
S2253,Student_2253,3,65,3,0,3
S2254,Student_2254,1,73,2,1,2
S2255,Student_2255,2,85,0,0,0
S2256,Student_2256,3,73,1,0,3
S2257,Student_2257,3,68,2,0,3
S2258,Student_2258,0,43,3,2,3
S2259,Student_2259,0,56,1,1,1
S2260,Student_2260,3,74,3,0,2
S2261,Student_2261,3,52,2,1,1
S2262,Student_2262,2,80,1,1,2
S2263,Student_2263,3,78,2,2,2
S2264,Student_2264,3,54,1,0,0
S2265,Student_2265,1,94,0,1,3
S2266,Student_2266,1,68,1,2,0
S2267,Student_2267,2,68,2,0,0
S2268,Student_2268,2,50,0,2,2
S2269,Student_2269,0,91,3,1,2
S2270,Student_2270,1,71,2,0,3
S2271,Student_2271,0,41,3,2,0
S2272,Student_2272,0,86,1,0,1
S2273,Student_2273,0,53,2,1,1
S2274,Student_2274,3,59,2,1,3
S2275,Student_2275,1,61,2,2,3
S2276,Student_2276,3,50,2,0,3
S2277,Student_2277,1,66,3,0,1
S2278,Student_2278,1,42,0,2,0
S2279,Student_2279,3,56,1,0,1
S2280,Student_2280,1,83,3,0,3
S2281,Student_2281,0,95,1,0,2
S2282,Student_2282,3,67,0,2,2
S2283,Student_2283,2,68,2,2,0
S2284,Student_2284,2,60,0,0,1
S2285,Student_2285,0,86,1,1,0
S2286,Student_2286,2,55,0,0,1
S2287,Student_2287,3,76,3,2,0
S2288,Student_2288,1,98,2,0,3
S2289,Student_2289,2,59,1,0,0
S2290,Student_2290,3,45,2,0,2
S2291,Student_2291,2,58,0,1,0
S2292,Student_2292,3,96,1,1,2
S2293,Student_2293,3,44,3,0,3
S2294,Student_2294,1,42,0,0,1
S2295,Student_2295,0,98,0,1,2
S2296,Student_2296,0,40,2,0,1
S2297,Student_2297,0,97,2,0,1
S2298,Student_2298,0,99,3,0,1
S2299,Student_2299,2,77,3,0,2
S2300,Student_2300,0,54,0,0,0
S2301,Student_2301,3,73,0,2,0
S2302,Student_2302,0,74,1,2,1
S2303,Student_2303,2,88,1,0,0
S2304,Student_2304,1,64,2,2,3
S2305,Student_2305,2,63,0,0,2
S2306,Student_2306,3,51,0,0,1
S2307,Student_2307,2,57,3,2,3
S2308,Student_2308,0,54,2,0,0
S2309,Student_2309,1,83,3,1,3
S2310,Student_2310,2,55,2,1,0
S2311,Student_2311,2,66,0,0,1
S2312,Student_2312,2,47,3,0,3
S2313,Student_2313,3,99,1,2,0
S2314,Student_2314,3,85,0,1,1
S2315,Student_2315,3,64,2,2,0
S2316,Student_2316,3,56,3,2,3
S2317,Student_2317,3,68,2,2,2
S2318,Student_2318,3,92,1,0,0
S2319,Student_2319,0,47,2,2,0
S2320,Student_2320,2,54,1,1,0
S2321,Student_2321,3,66,3,1,2
S2322,Student_2322,2,85,2,2,0
S2323,Student_2323,2,89,3,2,2
S2324,Student_2324,0,91,3,2,3
S2325,Student_2325,2,46,0,2,0
S2326,Student_2326,3,42,1,2,0
S2327,Student_2327,0,68,0,0,0
S2328,Student_2328,2,83,3,0,3
S2329,Student_2329,2,92,3,0,3
S2330,Student_2330,0,63,2,2,2
S2331,Student_2331,0,99,2,2,2
S2332,Student_2332,1,97,1,0,1
S2333,Student_2333,0,42,1,1,3
S2334,Student_2334,3,59,2,0,0
S2335,Student_2335,3,85,0,0,1
S2336,Student_2336,3,54,3,0,0
S2337,Student_2337,2,64,0,2,2
S2338,Student_2338,3,69,0,2,2
S2339,Student_2339,2,53,1,2,2
S2340,Student_2340,2,46,2,1,0
S2341,Student_2341,0,56,2,1,1
S2342,Student_2342,1,83,1,2,1
S2343,Student_2343,0,59,1,1,0
S2344,Student_2344,0,75,2,0,3
S2345,Student_2345,3,48,3,1,0
S2346,Student_2346,0,77,2,1,1
S2347,Student_2347,3,87,3,2,0
S2348,Student_2348,2,96,1,1,0
S2349,Student_2349,1,99,1,0,3
S2350,Student_2350,3,61,3,1,2
S2351,Student_2351,1,93,1,2,3
S2352,Student_2352,1,92,0,2,1
S2353,Student_2353,0,92,1,1,0
S2354,Student_2354,3,41,1,2,2
S2355,Student_2355,0,63,2,2,2
S2356,Student_2356,0,47,1,0,2
S2357,Student_2357,1,50,1,2,1
S2358,Student_2358,1,52,2,2,0
S2359,Student_2359,2,56,3,1,3
S2360,Student_2360,2,47,0,0,1
S2361,Student_2361,1,60,2,2,1
S2362,Student_2362,2,57,3,0,1
S2363,Student_2363,3,69,0,1,3
S2364,Student_2364,2,57,3,1,3
S2365,Student_2365,2,85,0,2,0
S2366,Student_2366,0,86,2,0,0
S2367,Student_2367,2,70,3,2,3
S2368,Student_2368,2,77,1,0,3
S2369,Student_2369,3,71,0,2,0
S2370,Student_2370,3,50,0,2,0
S2371,Student_2371,1,84,3,0,3
S2372,Student_2372,1,64,2,1,0
S2373,Student_2373,2,72,3,2,1
S2374,Student_2374,3,99,2,1,3
S2375,Student_2375,3,77,2,2,0
S2376,Student_2376,0,80,2,1,3
S2377,Student_2377,0,47,3,1,3
S2378,Student_2378,2,50,0,0,0
S2379,Student_2379,1,61,1,0,2
S2380,Student_2380,1,90,1,0,2
S2381,Student_2381,3,63,1,2,2
S2382,Student_2382,1,80,2,2,1
S2383,Student_2383,0,56,3,0,0
S2384,Student_2384,1,51,0,1,3
S2385,Student_2385,2,96,0,0,0
S2386,Student_2386,0,85,0,1,0
S2387,Student_2387,2,71,2,2,0
S2388,Student_2388,1,54,0,2,1
S2389,Student_2389,1,55,2,1,1
S2390,Student_2390,2,93,1,2,0
S2391,Student_2391,1,61,1,1,0
S2392,Student_2392,3,67,2,0,3
S2393,Student_2393,0,59,0,1,3
S2394,Student_2394,1,72,1,2,1
S2395,Student_2395,1,49,0,1,2
S2396,Student_2396,0,79,1,0,2
S2397,Student_2397,1,71,0,1,3
S2398,Student_2398,1,89,1,1,2
S2399,Student_2399,0,99,1,0,2
S2400,Student_2400,0,72,3,1,0
